	Unnamed: 0	Author	Community	DOB	DOD	POB	POD	Harmonic	Closeness	Degree	Betweenness	In-degree	Out-degree	Eigenvector
71	71	J.C. Bloem	0	10 mei 1887	10 augustus 1966	Oudshoorn	Kalenberg	2651.285714285724	0.3199765440193262	0.0579186730872124	0.0041537536308652	0.0391920813269127	0.0187265917602996	0.0697642184184994
72	72	Jacob Israël de Haan	0	31 december 1881	30 juni 1924	Smilde	Jeruzalem	2402.1523809523605	0.2933371666609476	0.0148475120385232	0.0001414434422077	0.0133761369716425	0.0014713750668806	0.032302500312373
73	73	Daan Boens	38	4 juni 1893	28 januari 1977	Oostende	Gent	2188.8619047618176	0.2723302214328441	0.0064205457463884	4.1889285241671203e-07	0.006286784376672	0.0001337613697164	0.0208073818452456
74	74	Aart van der Leeuw	0	23 juni 1876	17 april 1931	Delft	Voorburg	2568.5357142856897	0.3128236265322245	0.0291599785981808	0.0003595486896611	0.027956126270733	0.0012038523274478	0.0607340829199267
75	75	Jan Stuyt	38	19de eeuw		19de eeuw		1880.1547619046864	0.2386837015157691	0.0013376136971642	3.9412149976819225e-07	0.0010700909577314	0.0002675227394328	0.0023711075314829
76	76	Otto van Rees	38	25 december 1825	16 mei 1868	Luik	Utrecht	2150.83571428563	0.2658950310351146	0.0078919208132691	0.0001712219970676	0.0065543071161048	0.0013376136971642	0.0162171056265299
77	77	Gerard van Eckeren	0	29 november 1876	22 oktober 1951	Haarlem	Wassenaar	2342.535714285696	0.2868306750998931	0.0176565008025682	0.0007549900584699	0.0104333868378812	0.0072231139646869	0.0300279512817779
78	78	Maurice Roelants	38	19 december 1895	25 april 1966	Gent	Sint-Martens-Lennik	2507.3857142857	0.3062111261201561	0.0391920813269127	0.0014835002736946	0.0246120920278223	0.0145799892990904	0.0597505550075719
79	79	Jan van Nijlen	38	10 november 1884	14 augustus 1965	Antwerpen	Ukkel	2445.5857142856926	0.2986215624815838	0.0228731942215088	0.0002587781204645	0.019796682718031	0.0030765115034777	0.0442751770453243
80	80	Job Steynen	0	1876	1950	Gouda		1786.9642857142233	0.2264923377611352	0.0006688068485821	0.000115114857526	0.0004012841091492	0.0002675227394328	0.0009633118055253
81	81	Kees Meekel	0	7 oktober 1883	25 november 1953	Amstelveen	Bachellerie	2125.695238095163	0.2656393804977562	0.0036115569823434	0.0	0.0036115569823434	0.0	0.010361320787141
82	82	G.P.M. Knuvelder	4	25 januari 1902	29 juni 1982	Arnhem	Eindhoven	2061.897619047545	0.2535179823746655	0.0208667736757624	0.0005280776355767	0.0061530230069555	0.0147137506688068	0.0088285050841474
83	83	Paul Claudel	38	6 augustus 1868	23 februari 1955	Villeneuve-sur-Fère	Parijs	2403.669047619007	0.2936335901189061	0.0205992509363295	0.0005820262442421	0.0203317281968967	0.0002675227394328	0.051657723527788
84	84	B.H. Molkenboer	4	1879	1948			2327.6190476189995	0.2881524754459755	0.0082932049224184	0.0004252798038297	0.0078919208132691	0.0004012841091492	0.0243877454713197
85	85	Antoon Derkinderen	0	20 december 1859	2 november 1925	Hertogenbosch	Amsterdam	1939.9119047618256	0.2434117417251581	0.0036115569823434	5.579606903112056e-05	0.0017388978063135	0.0018726591760299	0.0044497416162198
86	86	C.A. Terburg	0	1892	1970			1891.573809523729	0.238579951053869	0.0014713750668806	6.476212347087424e-06	0.0009363295880149	0.0005350454788657	0.002978629150437
87	87	P.A. Kerstens	0	23 augustus 1896	8 oktober 1958			1790.1809523808895	0.2268876486574664	0.0010700909577314	2.1841448931240786e-06	0.0005350454788657	0.0005350454788657	0.0010034542814776
88	88	Jop Pollmann	0	1902	1973			2032.878571428484	0.2529986113480337	0.0036115569823434	0.0001270073048886	0.0029427501337613	0.0006688068485821	0.0075909863970519
89	89	Matthijs Vermeulen	10	8 februari 1888	26 juli 1967	Helmond	Laren	2285.9452380952007	0.2806862825484606	0.013509898341359	0.0001157602809583	0.0082932049224184	0.0052166934189406	0.0191847780543639
90	90	Jacques Schreurs	10	9 februari 1893	31 januari 1966	Sittard	Weert	2096.895238095165	0.2583576300507509	0.0066880684858212	4.5417635629500106e-07	0.0064205457463884	0.0002675227394328	0.0100318945599127
91	91	Menno ter Braak	0	26 januari 1902	15 mei 1940	Eibergen	Den Haag	2688.3785714285823	0.3215176963401691	0.0627340823970037	0.0043995895015606	0.0466827180310326	0.0160513643659711	0.0852480351250356
92	92	Wim Snitker	38	1901	1950			1888.7952380951829	0.2368964838208572	0.0013376136971642	0.0	0.0013376136971642	0.0	0.0052573989083414
93	93	Gérard de Nerval	10	1808		Parijs		2256.9999999999613	0.2776415179052584	0.009764579989299	0.0006564359286114	0.0096308186195826	0.0001337613697164	0.0173686951184278
94	94	Sigmund Freud	10	6 mei 1856	23 september 1939	Freiberg	Londen	2358.05238095235	0.2894356293765956	0.0155163188871054	0.0016389464456777	0.0133761369716425	0.0021401819154628	0.0210131390592155
95	95	Robert Guiette	38	9 juli 1895	8 november 1976	Antwerpen	Antwerpen	2047.5285714285224	0.25048414819585	0.0112359550561797	0.0002248862390576	0.0058855002675227	0.005350454788657	0.0147301850576323
96	96	Wouter Lutkie	0	23 februari 1887	23 januari 1968	Hertogenbosch	Nuland	2054.152380952291	0.255431919260063	0.0036115569823434	2.0994985365684165e-06	0.003477795612627	0.0001337613697164	0.0088886494240281
97	97	Vincent Cleerdin	38	5 juli 1888	15 juli 1946	Hertogenbosch	Vucht	1958.138095238008	0.247608916620068	0.0017388978063135	0.0001152436139047	0.0014713750668806	0.0002675227394328	0.0041835661862333
98	98	Jozef Cantré	38	26 december 1890	29 augustus 1957	Gent		2213.9119047618224	0.2729471702160658	0.0096308186195826	0.0002975451494011	0.0090957731407169	0.0005350454788657	0.0243346362617462
99	99	Mary Robbers	38	20ste eeuw				1913.388095238036	0.2406665316223236	0.0018726591760299	0.0001087627565399	0.0017388978063135	0.0001337613697164	0.0038436678648298
100	100	Constant van Wessem	0	25 april 1891	21 december 1954	Den Haag	Wassenaar	2455.302380952361	0.3017776215144699	0.0200642054574638	0.0003346773508403	0.0168539325842696	0.0032102728731942	0.0376923970836421
101	101	Willem Nieuwenhuis	0	1886	1935			2182.295238095181	0.2706441971603308	0.0058855002675227	2.0252968220795472e-05	0.0041466024612092	0.0017388978063135	0.0131150600636548
102	102	J.A. Alberdingk Thijm	2	13 augustus 1820	17 maart 1889	Amsterdam	Amsterdam	2403.392857142828	0.2901155744740916	0.0264847512038523	0.0030107198722632	0.0201979668271803	0.006286784376672	0.0352552748939225
103	103	J.F.M. Sterck	4	3 januari 1859	28 augustus 1941	Amsterdam	Amsterdam	2368.3023809523397	0.2915022947344717	0.0148475120385232	0.0004596195807104	0.0121722846441947	0.0026752273943285	0.0264356966340695
104	104	Emile Erens	0	27 april 1865	16 april 1951	Schaesberg	Heemstede	1938.8214285713525	0.2433637740945097	0.0009363295880149	4.0694118084642293e-08	0.0006688068485821	0.0002675227394328	0.0030821638495147
105	105	Israël Querido	0	1 oktober 1872	5 augustus 1932	Amsterdam	Amsterdam	2344.57857142854	0.2908500875276942	0.0123060460139111	0.0001364671146112	0.0065543071161048	0.0057517388978063	0.02568523892701
106	106	Gerben Colmjon	0	16 augustus 1899	25 december 1972	Leeuwarden	Deventer	2277.785714285682	0.2796850802044139	0.0161851257356875	0.0007873614580136	0.0080256821829855	0.0081594435527019	0.0173049757988758
107	107	Charles Nypels	0	31 oktober 1895	3 januari 1952	Maastricht	Groesbeek	2160.9690476189894	0.268306875594501	0.0040128410914927	0.0001315014884741	0.0037453183520599	0.0002675227394328	0.0093356365375664
108	108	Michel de Ghelderode	38	3 april 1898	1 april 1962	Elsene	Schaarbeek	2042.2452380951636	0.2531337408954081	0.0045478865703584	1.1359384814475574e-05	0.004414125200642	0.0001337613697164	0.010957817288092
109	109	Willem Doevenspeck	38	29 mei 1904	21 december 1982	Borgerhout	Deurne	1762.4119047618683	0.220366898176225	0.0042803638309256	0.0	0.0042803638309256	0.0	0.0124979649778807
110	110	Willem Putman	38	7 juni 1900	3 september 1954	Waregem	Brugge	2224.202380952314	0.276785896036889	0.0080256821829855	4.154816619736648e-05	0.0061530230069555	0.0018726591760299	0.019909908705002
111	111	Anton Van de Velde	38	8 juli 1895	21 juni 1983	Antwerpen	Schilde	2139.178571428487	0.2638921890362924	0.0161851257356875	3.6103687984635614e-05	0.0145799892990904	0.0016051364365971	0.0408317062427242
112	112	Herman de Man	38	11 juli 1898	14 november 1946	Woerden	Schiphol	2472.219047619016	0.3016302061775879	0.0218031032637774	0.0001031128939147	0.020733012306046	0.0010700909577314	0.0482764281193573
113	113	J. Cuypers	38	20ste eeuw				1946.704761904697	0.2421232176536789	0.0131086142322097	0.0004802279570977	0.0057517388978063	0.0073568753344034	0.0175281428291621
114	114	Charles Eyck	0	24 maart 1897	2 augusus 1983	Meerssen	Schimmert	2510.983333333335	0.3117968747440736	0.0096308186195826	0.0002363734443024	0.0094970572498662	0.0001337613697164	0.0231103139131625
115	115	J.J. ten Berge S.J.	2	14 december 1892	23 december 1978	Leens	Nijmegen	1759.040476190416	0.2234191717128158	0.0002675227394328	1.1269641844411372e-06	0.0001337613697164	0.0001337613697164	0.0007331179003879
116	116	J.H. Abendanon	2	14 oktober 1852	13 december 1925	Paramaribo	Monaco	1788.8642857142358	0.2269501923444986	0.0013376136971642	0.00011545028383	0.0012038523274478	0.0001337613697164	0.0009245082014396
117	117	A. den Doolaard	10	7 februari 1901	26 juni 1994	Zwolle	Hoenderloo	2404.4857142856918	0.2980090423847948	0.0163188871054039	0.0005387841430874	0.0098983413590155	0.0064205457463884	0.026218366233633
118	118	Herman van den Bergh	0	30 januari 1897	1 augustus 1967	Amsterdam	Rome	2423.578571428545	0.2957077453798478	0.0201979668271803	0.0006759450830279	0.0175227394328517	0.0026752273943285	0.0370072822046859
119	119	Anton van Duinkerken	0	2 januari 1903	27 juli 1968	Bergen op Zoom	Nijmegen	2740.861904761907	0.3246023055966854	0.1359015516318887	0.0333130362601153	0.0595238095238095	0.0763777421080791	0.1048811187654565
120	120	A.A.M. Stols	0	28 januari 1900	13 april 1973	Maastricht	Tarragona	2627.7119047618976	0.3151185178980836	0.0409309791332263	1.3723884779982946e-05	0.0406634563937934	0.0002675227394328	0.0767986121782664
121	121	M. Stol	0	1940				2636.128571428564	0.3157429138108251	0.0422685928303905	0.0003691760696703	0.0420010700909577	0.0002675227394328	0.0789025745771858
122	122	Blaise Cendrars	0	1 september 1887	21 januari 1961	La Chaux-de-Fonds	Parijs	2217.419047619	0.2743265333798166	0.0042803638309256	1.7021520969657203e-06	0.0040128410914927	0.0002675227394328	0.0145335561485293
123	123	Top Naeff	0	24 maart 1878	21 april 1953	Dordrecht	Dordrecht	2523.5690476190425	0.3087180730310829	0.0290262172284644	0.0017993776633277	0.0230069555912252	0.0060192616372391	0.0463543499763252
124	124	Frits Hopman	0	14 juli 1877	4 maart 1932	Amsterdam	Leiden	2279.5452380951983	0.283635615903213	0.0092295345104333	0.0004094717922165	0.0046816479400749	0.0045478865703584	0.0157083155223959
125	125	Felix Timmermans	38	5 juli 1886	24 januari 1947	Lier	Lier	2561.419047619035	0.3097051966501792	0.0347779561262707	0.0005185868677884	0.0338416265382557	0.0009363295880149	0.0770320797120631
126	126	A.M. de Jong	0	23 december 1893	21 november 1969	Oostburg	Amsterdam	2504.235714285694	0.3068197445074757	0.0201979668271803	5.301851530744131e-06	0.0200642054574638	0.0001337613697164	0.0437640816392868
127	127	Guido Gezelle	38	1 mei 1830	27 november 1899	Brugge	Brugge	2883.1357142857382	0.3398319954987863	0.0778491171749598	0.0019792559590791	0.0770465489566613	0.0008025682182985	0.1366219987146077
128	128	Caesar Gezelle	38	23 oktober 1875	11 februari 1939	Brugge	Moorsele	2363.7523809523477	0.2890968506215461	0.0211342964151952	0.0017362814868543	0.0163188871054039	0.0048154093097913	0.0330833497371305
129	129	J.C. van Schagen	0	11 december 1891	17 april 1985	Vlissingen	Deventer	2206.5714285713875	0.2700818964773296	0.0093632958801498	0.0005071681165676	0.0077581594435527	0.0016051364365971	0.013482819730739
130	130	Julien Benda	0	26 december 1867	7 juni 1956	Parijs	Fontenay-aux-Roses	2261.521428571358	0.2805587485983051	0.0070893525949705	0.0002579021331821	0.0069555912252541	0.0001337613697164	0.0197784357137605
131	131	Miguel de Unamuno	0	1864	1936	Spanje		2092.5952380951358	0.2617666200291642	0.0049491706795077	0.0008480511174084	0.0045478865703584	0.0004012841091492	0.007062056331547
132	132	William Blake	10	28 november 1757	12 augustus 1827	Londen	Londen	2197.0857142856607	0.2706441971603308	0.0070893525949705	0.0001828743292644	0.0069555912252541	0.0001337613697164	0.0139526734005783
133	133	H.W.E. Moller	0	8 november 1869	6 december 1940	Amsterdam	Tilburg	2252.7119047618635	0.2785966886566103	0.0086944890315676	0.0002261854889141	0.0077581594435527	0.0009363295880149	0.0165832651211195
134	134	Dop Bles	0	8 september 1883	16 januari 1940	Rotterdam	Den Haag	2056.035714285632	0.2558022829770782	0.0028089887640449	3.276312690860181e-06	0.0017388978063135	0.0010700909577314	0.0074779670164946
